,customer_id,1,2,3,4,5,6,7,8,9,10,11,12,output
1675,8548741,21,31,13,9,7,0,11,23,4,0,1,6,0
126,1545938,25,30,58,85,15,122,60,12,89,101,40,30,74
1468,7564360,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,9207977,0,0,0,0,0,0,0,0,0,10,0,0,0
953,5177389,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,9131370,0,0,0,0,0,0,0,0,0,0,0,0,40
146,1636465,0,0,0,0,0,0,0,0,11,2,21,0,0
314,2369427,0,0,4,0,0,0,0,0,0,0,0,0,1
344,2493232,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1698295,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,9302956,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2438792,1,6,0,0,0,0,0,0,0,0,0,0,0
1280,6694632,5,22,20,16,24,22,1,0,0,12,5,2,40
52,1207429,8,1,0,0,1,2,4,5,16,0,2,15,31
91,1358340,4,9,29,15,4,17,13,11,1,6,2,8,13
431,2812713,0,62,110,17,26,8,16,30,23,21,43,17,7
1246,6511978,0,0,0,0,0,0,0,0,5,0,5,0,0
1126,5941646,0,1,19,2,6,5,28,4,0,51,12,25,69
769,4381305,0,0,0,0,0,0,0,0,0,0,0,0,0
804,4504480,1,1,2,18,30,0,147,6,3,81,86,22,7
1203,6309447,37,26,72,100,47,17,33,15,12,8,106,61,46
1850,9380156,17,8,2,14,15,5,1,10,0,0,0,0,0
1932,9737931,0,26,10,11,8,11,5,8,21,43,5,11,21
786,4448731,11,10,9,11,25,25,49,13,9,73,13,30,23
882,4875768,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1040842,17,14,6,15,3,31,11,0,0,1,0,21,37
972,5244095,0,0,0,0,4,4,25,0,6,9,17,91,34
1237,6455437,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,6826108,50,5,24,2,10,0,0,1,4,0,3,7,0
9,1030323,0,0,0,0,0,0,0,0,0,0,0,0,0
552,3403487,57,11,0,25,8,75,17,41,26,15,17,20,29
672,3979822,0,12,0,0,0,0,0,0,3,1,0,0,24
587,3555837,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,5458559,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2371800,0,0,0,0,0,0,0,0,0,0,0,0,1
789,4453423,1,14,28,12,0,0,4,1,0,2,0,12,19
996,5375641,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,7047634,0,8,2,0,0,1,0,0,1,8,3,5,0
677,3991040,0,0,0,0,116,0,10,86,0,39,79,18,25
1431,7423360,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,7796407,0,0,0,4,0,4,0,3,0,0,0,0,4
1230,6429695,0,0,0,13,20,1,7,0,1,0,3,0,0
29,1102599,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,5388240,0,3,0,0,3,1,3,4,0,0,0,0,5
1764,8974072,28,0,0,82,116,87,17,9,4,16,32,30,27
612,3704421,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,6285319,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,9489105,0,0,0,0,0,1,0,0,1,0,12,0,3
1830,9283669,0,0,0,5,0,0,0,0,0,4,0,0,0
1340,6996343,9,4,0,0,0,8,0,8,1,8,3,5,30
431,2812713,0,23,3,76,40,0,157,0,62,110,17,26,54
1855,9409783,11,0,8,6,0,0,0,0,0,1,0,3,0
1136,5987978,0,3,2,0,0,1,5,3,0,1,0,7,1
1355,7054392,0,0,0,0,0,0,0,0,0,0,0,0,0
991,5337494,0,0,0,0,0,0,0,0,0,0,0,0,0
642,3841595,0,0,3,0,0,0,0,1,1,0,0,0,7
355,2540358,2,1,0,0,0,0,0,4,21,1,0,5,0
1585,8126488,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2935051,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2505881,0,37,47,55,4,0,16,45,29,3,3,2,0
94,1374820,1,0,0,0,0,1,0,0,6,1,3,0,1
1344,7005271,0,0,0,0,0,0,0,0,0,0,0,1,1
1718,8773337,0,0,0,0,0,0,0,0,0,0,0,0,65
183,1786815,0,0,0,0,0,0,0,0,0,7,5,24,20
77,1299107,0,0,0,0,0,0,0,0,1,5,8,1,0
592,3596145,0,1,0,0,0,3,0,0,0,0,0,4,0
782,4435056,0,29,18,0,20,0,0,9,0,0,0,0,0
126,1545938,35,28,32,25,30,58,85,15,122,60,12,89,171
1204,6317672,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,7447216,0,0,0,0,0,0,0,0,0,0,0,0,9
168,1730865,7,45,10,0,0,2,0,0,0,0,0,15,0
11,1031165,36,24,26,37,24,25,34,49,209,70,125,93,90
977,5260894,177,566,212,193,29,54,44,20,37,16,16,11,128
495,3157021,0,0,0,0,0,0,0,0,0,0,0,0,0
973,5244807,0,10,2,3,10,7,1,0,5,16,5,0,5
891,4923558,0,0,1,0,0,0,0,0,0,0,0,0,0
725,4211198,11,9,12,14,9,6,3,1,18,15,7,4,25
1049,5565094,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,8714192,27,11,36,185,125,216,94,55,13,8,33,12,58
602,3642449,0,0,0,0,9,0,0,9,1,0,0,0,2
1615,8255953,45,9,2,29,27,0,12,4,6,1,117,11,10
1393,7243522,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,6616661,0,0,0,0,6,10,1,1,0,0,0,0,1
308,2355621,11,15,0,5,5,16,9,0,7,13,0,11,8
1663,8481761,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,6137058,1,0,0,0,0,0,0,0,0,0,0,0,0
389,2667775,0,0,3,0,0,6,20,0,0,6,2,0,1
710,4132980,0,4,3,0,0,0,0,0,0,0,0,0,0
1029,5499869,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1545938,30,58,85,15,122,60,12,89,101,40,30,7,67
1357,7061865,0,0,0,0,0,0,0,0,0,0,0,0,73
705,4108862,0,0,0,0,0,0,0,0,2,0,30,4,5
419,2764434,47,7,0,10,65,3,13,8,0,0,1,0,4
1516,7799847,224,48,54,32,9,55,34,20,9,12,19,20,4
732,4233997,24,21,23,27,40,29,2,16,25,9,27,6,17
366,2569105,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2384963,0,0,13,0,0,0,0,0,0,0,0,0,0
725,4211198,18,15,7,4,20,1,4,5,5,23,10,7,51
1063,5637885,24,16,10,49,6,1,1,2,1,0,5,0,0
1937,9754459,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,7582586,0,0,0,0,4,6,0,25,1,1,0,2,3
987,5308009,0,0,0,0,0,0,0,1,2,1,0,1,0
1886,9553202,64,54,49,49,1,27,0,3,0,0,29,23,77
1419,7365919,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,5865748,0,0,0,5,0,0,0,0,0,0,9,0,7
902,4961843,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2824711,11,4,0,0,1,21,9,19,19,7,0,3,18
338,2448767,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,7166720,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,7489207,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2569112,2,13,19,11,107,175,112,21,49,76,123,67,337
1685,8603225,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,9065504,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2569112,13,19,11,107,175,112,21,49,76,123,67,54,371
1393,7243522,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1017349,0,0,2,0,0,8,0,1,0,0,1,0,1
1090,5784266,0,0,0,0,0,0,0,0,0,0,0,0,0
799,4485119,0,0,10,1,0,1,1,0,18,5,1,8,17
1539,7898090,25,32,5,0,9,0,34,56,11,6,0,35,26
432,2815463,0,0,0,0,0,0,0,0,0,0,0,0,0
973,5244807,5,0,1,4,0,2,2,10,10,20,3,1,1
1013,5435813,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2371979,7,0,0,0,0,0,5,7,0,0,0,0,8
288,2264759,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,7526212,0,2,0,0,0,1,0,0,0,0,0,0,0
1930,9718126,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,6399996,0,0,0,0,0,0,0,0,0,0,0,0,0
478,3067158,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,9874496,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,7928053,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2180737,0,0,0,0,0,0,0,0,0,0,0,0,0
982,5293399,3,0,0,0,0,0,0,0,0,0,0,0,0
1738,8874983,20,4,0,2,4,0,24,0,4,1,2,3,8
1291,6768865,0,0,0,0,1,1,14,0,8,38,13,37,8
386,2654015,0,24,22,48,50,57,23,60,76,33,0,89,82
918,5037810,0,0,0,0,0,0,0,3,26,0,6,0,0
75,1296431,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2981538,13,3,2,9,11,0,2,1,0,39,26,33,25
1160,6137058,0,0,0,0,0,0,0,0,0,0,0,0,0
902,4961843,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,8517552,0,4,0,0,0,9,13,0,0,0,15,12,52
437,2844122,0,0,0,0,0,0,0,0,0,1,0,0,25
1411,7329657,0,0,0,0,0,0,0,0,26,0,0,0,0
1224,6397113,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1919041,1,1,40,21,11,1,1,20,10,0,2,0,11
1376,7161198,0,0,0,0,0,0,0,0,0,0,0,0,0
992,5342406,0,0,4,0,0,0,0,13,1,0,0,0,0
68,1261120,194,338,96,28,33,38,6,44,0,0,0,0,12
716,4185746,1,8,8,21,1,2,18,64,0,11,0,0,7
913,5030021,0,4,3,6,3,6,0,1,0,0,0,0,0
89,1354523,0,2,4,4,0,0,0,0,0,0,4,0,0
1309,6860735,10,2,2,4,5,3,1,4,2,2,0,1,2
1375,7156008,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,7799847,66,87,176,71,79,166,84,224,48,54,32,9,109
267,2185759,11,37,46,37,21,2,105,56,2,12,39,40,55
1354,7050442,0,0,0,0,0,0,0,0,0,0,0,0,0
647,3869372,0,0,0,0,0,0,0,0,0,0,1,0,0
410,2734519,0,0,4,3,0,1,0,0,0,0,0,0,0
1789,9069454,0,0,0,0,0,16,0,0,0,0,0,0,1
25,1098562,0,0,0,0,0,0,0,0,0,0,0,0,0
847,4698888,0,3,1,1,5,0,1,3,21,15,20,13,24
482,3105989,7,21,3,57,1,51,15,41,92,78,61,43,132
673,3985732,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1624400,1,5,27,0,0,6,11,14,11,6,0,0,0
1747,8891536,0,0,0,0,0,0,0,0,0,0,0,0,16
1482,7625417,4,12,3,8,15,0,18,4,10,9,1,15,65
487,3119418,0,0,0,0,0,20,37,4,12,0,0,2,27
488,3124933,1,1,0,7,0,6,3,0,18,5,19,0,34
1208,6330937,0,0,0,0,0,0,0,0,0,0,1,4,11
260,2161805,0,2,6,0,0,2,8,0,0,1,1,0,4
908,5018473,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,6139629,24,8,3,22,6,3,9,6,1,1,0,0,37
1566,8002271,19,17,10,3,11,32,15,18,11,50,13,95,82
1026,5476838,0,0,0,107,12,7,41,0,0,0,31,0,0
846,4698011,0,0,0,0,0,0,4,14,20,6,0,0,3
132,1591694,0,5,2,0,1,0,0,0,0,8,0,0,8
1341,7000081,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,8374728,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,9737931,10,11,8,11,5,8,21,43,5,11,3,3,24
1625,8327629,73,104,6,3,5,51,89,137,146,97,63,356,227
244,2069471,162,90,83,190,34,18,86,39,13,0,44,21,14
1249,6523308,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,6507193,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,6995951,6,4,0,0,1,27,3,88,78,141,0,17,13
1500,7752739,0,0,10,0,0,0,0,0,1,5,0,0,0
105,1440353,65,66,116,20,78,40,0,0,59,16,0,25,29
468,2984116,16,38,13,7,4,0,1,0,3,0,1,0,1
1005,5402684,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,7881866,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,7540359,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,7487731,0,0,0,0,0,1,4,0,0,0,67,28,47
827,4619212,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2897571,0,0,6,0,0,0,0,0,9,19,8,2,0
454,2926183,48,30,73,1,3,2,7,39,10,13,1,0,1
77,1299107,0,0,0,0,0,0,0,0,0,0,0,0,6
1138,5991185,0,7,0,0,0,0,0,0,0,0,0,0,0
1825,9231286,0,0,0,0,0,0,0,0,0,0,6,0,0
495,3157021,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,9337548,0,0,0,0,0,0,8,18,4,3,0,0,41
1241,6484161,62,51,25,13,6,0,13,0,0,1,0,8,0
1131,5967500,0,0,12,0,0,0,0,0,14,8,4,11,14
1013,5435813,0,0,0,0,0,0,0,0,0,0,0,0,0
804,4504480,86,22,7,0,0,0,0,0,0,0,0,0,0
483,3106771,0,0,1,0,4,0,0,0,0,0,0,0,24
471,3016145,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,7562679,47,43,18,2,4,1,30,35,0,19,0,0,39
279,2250794,0,3,45,1,22,38,20,17,9,0,0,0,0
1080,5734392,0,0,0,0,0,0,0,0,0,0,0,0,6
500,3185233,2,1,33,5,27,14,20,20,18,36,8,0,37
35,1129794,11,0,1,0,26,0,0,0,0,0,0,0,0
703,4102606,0,0,0,0,0,0,0,0,0,0,0,0,1
1549,7934029,0,0,0,0,0,1,0,0,0,0,0,0,13
798,4481963,0,0,0,0,0,0,0,28,13,11,2,0,1
599,3634986,20,96,49,155,10,50,162,51,132,10,18,31,117
1504,7761008,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,7038742,10,1,1,10,15,0,8,2,16,1,15,2,3
135,1595908,9,11,1,1,120,83,44,42,37,31,0,0,0
731,4232782,0,0,0,0,0,0,0,0,0,0,0,0,0
708,4124481,0,2,2,0,0,1,12,0,5,0,9,1,0
1129,5952926,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,7720116,7,1,0,0,0,16,2,8,0,4,0,0,21
1723,8805668,4,8,3,0,11,14,4,33,0,5,0,3,18
677,3991040,0,0,0,0,0,0,116,0,10,86,0,39,101
877,4850963,8,0,6,18,0,18,33,1,0,9,16,2,38
1325,6935458,8,2,0,5,34,6,4,13,25,16,17,0,8
919,5041692,3,42,26,6,46,25,83,69,40,44,46,4,106
290,2282933,45,32,30,0,0,0,0,0,0,4,0,0,1
1615,8255953,29,17,85,4,35,45,9,2,29,27,0,12,11
1146,6074711,0,0,0,0,0,2,0,6,0,1,0,0,0
1359,7075083,0,0,26,0,0,0,0,0,0,0,0,0,0
986,5307695,253,196,5,9,15,4,8,2,14,0,0,0,0
992,5342406,0,0,0,0,13,1,0,0,0,0,0,0,14
107,1450931,0,0,0,0,0,0,0,0,0,0,0,0,0
515,3239073,0,17,6,16,1,16,23,2,14,30,8,16,6
1236,6450125,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,9831946,0,0,0,0,34,98,420,62,21,147,98,2,15
1231,6429865,0,0,0,51,0,10,0,8,8,8,0,0,7
254,2141345,2,3,10,2,0,0,0,0,0,0,0,0,4
1613,8249490,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,6593523,0,0,0,0,0,0,0,0,0,0,0,0,0
875,4834902,29,2,7,199,76,57,8,18,34,14,0,0,6
1013,5435813,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,7005271,2,0,0,0,0,0,0,0,0,0,0,0,0
1120,5900732,3,0,0,1,8,55,4,2,46,48,24,15,12
1219,6378715,0,0,0,0,0,0,0,0,0,0,4,0,1
188,1813344,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1073325,5,9,44,0,33,96,81,31,57,25,12,64,47
1324,6930405,0,0,0,1,0,0,0,4,0,0,1,0,0
1565,7999775,0,0,0,0,0,0,0,6,0,0,0,7,0
1386,7214115,0,0,0,0,0,0,0,0,0,0,0,0,0
884,4884570,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2081286,7,2,4,0,0,0,0,1,0,7,0,1,8
1988,9964947,26,22,37,1,1,3,23,0,0,0,0,1,0
1175,6174112,6,0,10,35,1,8,14,1,2,0,27,37,26
721,4196094,0,0,38,0,0,0,0,0,36,19,0,32,7
965,5226107,0,0,0,0,0,0,0,0,0,0,0,0,1
1113,5870091,0,4,1,0,0,0,10,21,7,0,0,0,0
301,2326469,3,31,20,11,53,42,19,18,4,35,37,12,29
1826,9240699,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1979368,6,0,1,16,9,5,0,0,0,6,0,2,41
1172,6169222,27,18,105,81,29,33,53,10,37,1,0,9,84
1453,7504836,2,2,5,0,2,12,0,0,0,0,0,0,0
1254,6534144,0,0,0,0,16,26,8,0,2,1,2,4,41
1522,7829942,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,9621777,0,0,0,0,0,0,0,0,5,0,16,0,15
1371,7146813,0,1,0,0,91,101,1,0,0,0,0,11,0
433,2821074,3,4,0,8,0,0,2,0,0,0,3,0,9
1750,8909846,0,16,16,7,0,17,13,1,15,1,25,4,0
1393,7243522,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,8823444,0,0,0,0,0,0,15,7,31,65,6,10,23
985,5300724,0,0,0,0,0,0,45,12,0,3,0,0,46
1552,7940745,60,75,45,46,62,4,34,21,21,6,12,13,19
643,3841729,2,7,8,7,0,0,0,0,0,0,0,5,11
390,2668742,0,1,0,2,2,0,5,4,1,1,1,1,16
1537,7887107,0,0,0,0,0,0,0,0,0,0,0,0,24
466,2973978,0,0,0,0,0,9,0,3,0,0,9,0,12
849,4714134,0,0,0,0,0,0,0,0,0,0,0,0,0
626,3777289,20,3,16,2,0,6,3,11,2,13,2,8,11
439,2846263,0,0,0,0,0,0,0,0,0,0,0,0,0
943,5144034,41,1,0,0,0,0,0,0,0,0,0,0,0
1581,8102985,45,118,18,50,178,56,20,118,55,30,14,40,26
1009,5421395,0,0,0,0,0,0,0,18,1,1,17,0,8
992,5342406,0,0,0,13,1,0,0,0,0,0,0,0,14
1033,5507495,0,3,0,1,0,0,0,1,0,0,1,0,1
1097,5815586,37,43,16,11,47,20,26,28,5,17,19,15,16
1403,7303422,1,0,0,0,4,0,0,0,0,0,0,0,0
1197,6290762,0,3,0,0,0,0,0,0,0,0,5,0,0
1370,7139473,2,0,1,8,5,2,8,0,0,0,0,0,0
1172,6169222,29,33,53,10,37,1,0,9,61,22,1,1,113
186,1806115,0,0,0,0,0,0,0,1,0,0,0,0,0
1157,6119805,1,1,2,3,3,0,0,0,0,4,7,0,0
1583,8109494,0,0,7,8,11,3,1,5,0,0,2,5,4
1783,9055959,0,0,0,0,0,0,4,0,0,9,16,5,0
90,1357362,0,0,30,7,3,0,6,0,77,193,14,0,54
961,5199299,27,5,16,0,0,0,14,0,0,0,0,0,0
1625,8327629,51,89,137,146,97,63,356,55,133,39,84,123,204
763,4347238,11,5,7,4,1,2,4,4,4,3,5,2,9
210,1925126,1,0,0,3,0,1,0,4,23,34,16,4,22
536,3335667,0,0,0,1,52,37,29,29,12,4,17,26,7
525,3279963,0,0,6,31,0,5,0,9,5,22,0,0,16
1469,7568648,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,9055959,4,0,0,9,16,5,0,0,0,6,19,0,11
1798,9113227,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,8221569,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,7503368,6,1,12,2,0,1,5,12,2,12,5,9,21
1028,5493158,0,0,60,0,0,0,0,0,0,0,0,0,1
1371,7146813,91,101,1,0,0,0,0,11,0,0,0,0,4
609,3675044,0,0,0,2,0,0,0,0,0,0,0,0,0
1333,6960244,17,0,0,0,0,0,2,1,1,1,0,0,3
1166,6150282,89,11,22,22,24,15,49,0,53,51,34,8,102
1563,7984427,58,293,149,5,156,90,140,41,54,29,15,1,11
732,4233997,6,7,7,4,2,24,21,23,27,40,29,2,50
1083,5737658,15,2,40,22,15,7,0,0,0,8,0,0,6
1057,5603981,2,0,1,0,4,0,0,2,0,1,3,0,0
68,1261120,33,208,286,44,185,194,338,96,28,33,38,6,44
922,5051160,0,0,0,0,0,0,0,0,0,0,0,1,0
511,3226498,0,25,0,0,0,4,3,0,1,8,19,1,18
1495,7718439,0,0,0,0,0,0,0,0,0,0,1,0,0
1117,5883356,3,12,17,10,4,10,3,0,13,2,19,0,2
730,4220385,0,0,12,3,1,12,5,1,2,0,4,0,12
628,3785281,0,4,13,9,48,71,13,66,21,20,6,13,6
321,2381773,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2518495,17,9,0,6,0,1,0,1,4,4,2,5,23
1858,9415168,0,0,0,0,0,0,0,0,0,22,4,1,9
663,3926262,0,89,115,91,324,149,39,42,31,40,35,122,117
1274,6655870,0,0,0,0,0,0,0,0,0,0,0,0,0
709,4131462,0,0,0,0,3,0,0,0,0,0,0,0,0
1339,6995951,88,78,141,0,17,0,0,13,2,21,1,4,13
487,3119418,0,0,0,0,0,0,20,37,4,12,0,0,24
1392,7238545,0,0,0,0,0,0,0,0,0,0,0,0,0
536,3335667,3,2,30,2,13,7,1,0,0,0,1,52,95
1685,8603225,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,7127840,0,2,1,0,0,0,0,1,0,0,0,0,0
355,2540358,1,0,5,0,0,0,0,0,0,27,2,0,0
459,2943010,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,7957564,4,1,0,3,7,1,0,4,0,0,0,0,0
264,2175907,0,0,0,3,3,4,4,2,5,4,7,0,0
452,2915283,0,0,0,0,1,2,0,0,0,0,0,0,0
1614,8252782,69,4,0,0,0,0,0,0,0,0,0,9,10
164,1713653,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,7296011,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2325635,0,0,0,0,0,0,0,59,77,18,68,76,12
711,4140951,0,0,0,0,12,7,3,6,13,8,3,6,1
628,3785281,14,104,53,0,4,13,9,48,71,13,66,21,39
902,4961843,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,6428238,0,0,1,0,0,0,0,0,0,0,0,0,0
1725,8813690,0,0,0,0,0,0,0,0,0,0,0,0,0
952,5174968,0,1,1,18,47,31,36,14,7,6,3,0,4
1358,7074957,44,48,35,5,2,32,9,12,12,0,4,27,21
1948,9802560,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,7887107,0,0,0,0,0,0,0,0,0,0,0,0,14
1559,7959647,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,7238034,29,17,0,29,13,5,0,5,2,23,14,0,0
270,2204972,0,8,2,4,26,11,7,2,4,0,3,1,0
1630,8350672,0,0,0,0,3,2,0,2,14,0,0,0,0
1940,9769585,0,0,0,1,0,0,0,0,5,0,0,0,15
1381,7180158,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,8497770,33,34,20,10,13,9,0,7,12,22,10,30,9
214,1957519,1,21,12,17,0,33,0,5,0,15,0,9,0
1824,9221445,0,0,7,6,29,117,1,0,0,0,0,0,3
551,3401565,0,9,3,7,4,5,0,0,0,0,3,3,0
165,1714437,0,0,0,0,0,13,105,15,8,13,17,13,23
1951,9813006,0,0,0,0,0,0,0,0,0,0,2,0,0
417,2762280,35,5,24,1,20,1,2,2,23,19,0,23,42
1812,9158250,0,0,0,0,0,3,0,0,0,0,0,0,0
546,3381493,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,9201749,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1129794,1,0,26,0,0,0,0,0,0,0,0,0,0
855,4745273,0,0,0,7,2,13,0,2,0,0,0,0,0
508,3222996,0,0,0,0,0,0,2,0,0,0,0,0,0
415,2749477,0,0,0,0,0,0,0,0,0,0,0,0,0
806,4512163,0,0,0,21,0,36,14,12,0,1,0,0,5
679,3999474,0,0,0,0,0,0,0,0,0,0,0,4,0
1263,6606571,0,0,0,0,0,0,0,0,0,0,0,0,0
496,3158048,0,0,0,0,0,0,0,0,0,0,0,0,0
631,3789941,0,0,0,0,4,3,0,0,0,0,0,0,0
1480,7614360,31,89,14,39,98,99,15,8,19,35,39,48,157
105,1440353,78,40,0,0,59,16,0,25,29,0,0,0,0
1946,9796370,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,6196229,0,3,0,0,0,0,0,0,0,0,0,0,0
47,1191925,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1319827,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2204972,1,1,0,20,29,0,8,2,4,26,11,7,6
476,3054908,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,7523531,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,7613002,25,0,0,0,0,0,0,0,0,0,0,0,0
464,2962587,0,0,0,0,0,0,0,0,0,0,0,0,0
600,3637532,3,4,2,4,2,11,14,12,17,15,22,17,287
1017,5454813,0,0,0,0,0,0,0,0,0,0,0,0,0
511,3226498,0,0,0,0,0,0,25,0,0,0,4,3,9
790,4456084,19,74,41,29,30,5,18,1,0,0,0,0,0
1968,9859603,0,0,0,0,0,0,0,0,4,0,0,0,7
40,1137167,1,0,0,0,0,0,0,0,1,0,0,0,0
188,1813344,0,0,0,0,0,0,0,0,0,0,0,0,0
810,4543004,0,0,0,0,0,0,0,0,0,0,0,0,0
753,4316509,0,0,0,0,0,0,0,0,5,0,7,0,5
1939,9766659,1,0,0,0,17,1,0,0,0,17,0,0,12
950,5169428,62,0,0,0,0,0,0,0,0,0,0,0,0
306,2344288,2,2,9,0,0,0,0,0,0,0,0,0,0
1473,7581616,6,7,32,41,25,11,62,15,19,27,34,23,92
877,4850963,0,18,33,1,0,9,16,2,0,15,23,0,6
1387,7214419,0,0,0,0,0,0,0,0,0,0,0,0,0
534,3317871,1,0,0,0,0,1,0,0,2,0,0,3,8
1571,8019434,12,1,2,0,0,0,0,5,1,3,0,17,1
425,2794150,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,9597987,13,11,5,38,8,5,14,11,14,0,49,28,72
235,2025211,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1551023,0,0,0,0,0,0,0,0,0,0,0,0,0
700,4086644,43,24,0,31,2,2,0,4,3,20,9,0,81
1318,6901814,0,0,0,0,10,0,0,0,17,6,0,1,10
1531,7866866,19,0,10,10,37,30,41,29,0,4,1,4,4
1498,7734282,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3206367,6,18,0,6,0,0,0,10,3,0,0,0,3
1480,7614360,14,27,50,23,10,13,31,89,14,39,98,99,42
356,2547235,0,0,0,0,0,0,0,0,2,2,0,1,0
856,4746355,0,0,0,0,0,0,0,0,1,0,0,0,0
372,2598212,1,0,0,0,0,0,0,0,0,0,1,0,0
390,2668742,5,4,1,1,1,1,8,8,0,0,0,1,8
925,5072121,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1905713,6,29,3,0,1,36,2,4,0,1,19,15,87
1032,5507173,7,14,0,0,5,0,0,2,0,0,0,0,0
1974,9909788,16,0,23,8,64,17,55,17,2,36,28,0,26
995,5375491,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2794150,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2897571,0,0,0,6,0,0,0,0,0,9,19,8,2
1122,5901997,0,0,0,0,0,0,0,0,0,3,2,6,0
1205,6317963,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,9065746,0,0,79,25,183,30,8,11,0,12,23,3,45
586,3555411,30,0,0,1,0,0,0,0,0,0,0,2,14
