,customer_id,1,2,3,4,5,6,7,8,9,10,11,12,output
708,4124481,1,0,0,5,8,9,14,0,2,2,0,0,13
1527,7842091,0,0,6,0,0,0,0,0,0,0,0,0,0
164,1713653,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,8030182,8,0,0,7,4,3,0,0,0,0,0,0,0
1690,8625312,0,0,0,27,74,63,4,0,0,0,0,34,0
92,1359060,1,0,0,0,0,0,0,0,0,0,47,66,71
1170,6166604,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,8761242,1,0,0,0,0,1,11,4,3,3,0,17,7
1023,5471240,0,0,0,0,0,0,0,0,0,6,0,0,0
1085,5744112,0,0,0,0,0,7,0,0,0,0,0,0,0
1226,6413567,0,0,0,0,0,0,0,0,0,0,0,0,0
755,4322206,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1353020,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,9831946,34,98,420,62,21,147,98,2,14,1,0,4,47
1651,8427355,0,0,0,0,0,0,0,0,10,5,0,0,0
663,3926262,11,0,0,89,115,91,324,149,39,42,31,40,183
909,5020757,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,8891536,0,5,0,0,0,0,0,0,0,0,0,0,0
1759,8962897,206,61,65,61,51,46,54,133,37,44,84,26,24
676,3990426,10,4,34,53,11,0,0,0,0,0,0,0,0
1051,5581181,5,0,4,44,24,65,40,14,127,123,251,79,34
1586,8127431,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1294802,1,4,22,16,8,4,9,7,4,3,9,23,25
18,1066618,0,0,0,0,0,4,8,8,0,0,0,0,0
663,3926262,74,11,0,0,89,115,91,324,149,39,42,31,197
577,3519887,0,7,0,6,0,0,0,0,0,0,0,0,0
898,4943899,0,0,0,0,0,0,0,0,0,0,0,4,54
1072,5676343,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1592924,13,44,11,49,42,3,0,0,0,0,0,0,0
517,3243370,3,3,9,0,0,0,5,0,0,0,0,0,0
1401,7296011,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2033766,0,0,6,0,1,0,1,2,5,0,0,0,0
239,2042461,0,0,0,0,0,0,0,0,0,0,0,0,0
850,4718310,4,0,0,1,3,2,3,0,1,0,0,0,1
1145,6073681,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,9917289,0,0,0,0,0,0,0,0,0,0,0,0,0
744,4289468,0,0,0,2,0,1,0,0,0,0,0,0,0
34,1122359,0,19,0,11,17,29,0,0,22,21,0,1,36
1409,7318001,53,12,15,14,13,20,1,10,0,3,14,1,0
1607,8228676,0,0,2,0,0,0,0,0,0,0,0,0,3
722,4201649,0,0,0,22,0,0,0,0,0,1,0,0,0
1183,6208285,3,6,1,0,5,14,10,0,0,15,0,1,3
1499,7752441,76,82,44,126,46,23,10,42,56,97,196,68,221
693,4065302,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,8407573,10,2,0,0,1,41,19,11,14,17,3,6,18
1012,5432258,0,0,0,0,0,0,26,24,0,0,0,0,0
577,3519887,7,0,6,0,0,0,0,0,0,0,0,0,0
1152,6096036,460,429,683,561,192,249,3,118,60,139,44,96,338
1105,5841301,0,0,0,0,0,0,0,0,2,4,0,0,0
521,3255890,0,0,2,4,0,2,0,0,0,0,0,0,0
1880,9520158,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,9819030,10,4,0,0,3,5,14,7,0,2,17,0,21
1194,6280064,15,160,0,0,13,47,23,1,0,0,0,0,11
1741,8880895,1,0,2,0,7,6,0,9,0,0,0,0,5
1694,8645194,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,8909846,7,11,4,4,0,16,16,7,0,17,13,1,41
1210,6334419,0,0,0,0,6,3,0,0,0,0,0,0,0
1078,5698126,16,29,24,4,16,13,0,2,0,0,2,0,9
497,3158688,0,0,0,4,0,13,0,0,0,0,0,0,0
328,2406698,0,0,0,46,0,0,0,0,0,0,0,0,0
560,3443407,0,0,0,0,0,0,0,8,2,0,0,0,0
675,3987448,6,3,0,0,1,0,0,3,0,1,0,2,1
1136,5987978,5,3,0,1,0,7,0,1,0,0,0,3,1
1667,8505387,0,0,0,0,0,0,0,0,34,0,0,0,1
1173,6170775,0,0,0,0,6,4,0,6,87,0,0,0,0
1843,9346906,17,3,7,39,22,4,77,75,89,35,0,2,5
1246,6511978,0,0,0,0,0,0,0,0,0,0,0,0,5
1351,7046846,20,34,10,2,12,6,5,21,14,21,8,3,28
372,2598212,0,0,0,0,0,0,0,0,0,1,0,0,0
856,4746355,0,0,0,0,1,0,0,0,0,0,0,0,0
513,3234405,0,0,2,1,0,0,0,0,4,16,1,0,1
1600,8196085,1,10,1,0,6,21,38,31,4,3,6,46,59
838,4674542,0,0,0,0,0,0,0,0,0,0,17,0,4
885,4889568,0,3,0,24,0,0,0,0,0,0,0,0,0
470,3007306,93,100,458,165,337,252,163,270,127,177,99,278,406
77,1299107,0,0,0,0,0,0,0,0,0,0,0,0,0
569,3484188,39,60,55,59,18,76,7,8,41,19,24,37,42
1485,7638277,2,0,0,0,0,0,0,0,0,0,0,0,35
767,4369478,0,0,0,0,0,0,0,0,0,0,0,4,0
448,2897571,0,6,0,0,0,0,0,9,19,8,2,0,0
1056,5597614,0,0,0,1,0,1,0,0,20,0,0,0,0
1133,5973754,0,5,2,2,14,9,17,0,2,4,5,1,22
1333,6960244,0,0,0,0,0,2,1,1,1,0,0,1,2
420,2768256,1,13,1,0,0,0,8,0,33,9,0,19,29
1127,5946378,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,9117679,0,13,0,0,0,0,11,20,1,1,5,2,8
1399,7277940,0,0,4,0,9,0,4,0,0,0,0,0,5
635,3805398,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,5523039,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,5815586,13,15,38,37,43,16,11,47,20,26,28,5,51
329,2407192,10,22,1,9,29,7,27,12,7,0,3,0,5
380,2622349,0,0,5,0,20,0,0,3,7,3,18,0,1
361,2556952,0,8,0,7,5,4,11,17,3,2,20,19,0
643,3841729,0,0,0,0,5,0,11,0,3,7,0,15,12
1999,9993896,0,0,0,6,0,12,7,0,1,7,0,13,23
1696,8648138,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,8898076,0,0,0,0,0,0,0,5,0,0,1,1,2
1205,6317963,0,0,0,0,0,0,0,0,0,0,0,0,12
375,2605729,33,0,0,0,0,0,0,0,0,0,0,0,0
1030,5499970,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,5550365,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,5884605,1,31,14,0,1,5,0,0,1,5,0,3,0
853,4734921,0,0,0,7,15,0,3,26,0,0,0,0,0
975,5256406,3,0,0,0,0,0,0,14,15,10,0,0,0
1190,6270798,0,0,0,0,0,0,0,0,0,1,0,0,0
1512,7790718,4,17,38,0,16,67,0,0,0,0,0,0,4
304,2340175,10,50,3,14,2,0,0,0,0,11,0,4,21
843,4688712,0,0,0,0,0,12,72,22,0,0,0,0,0
1259,6579199,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1541328,3,12,1,0,1,2,48,2,1,4,2,6,3
930,5102428,401,455,136,211,183,155,125,350,63,251,138,83,124
135,1595908,0,0,0,0,0,5,0,0,0,0,0,0,0
1173,6170775,87,0,0,0,0,0,0,0,0,0,18,5,0
1836,9324768,0,0,0,0,0,0,0,0,0,9,45,4,88
216,1958884,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1516047,0,0,0,0,0,0,0,0,0,0,0,0,0
787,4451166,3,3,17,26,99,45,13,42,30,39,250,14,49
1375,7156008,0,0,0,0,0,0,0,0,0,0,0,0,0
583,3542181,6,35,16,1,5,0,0,0,0,0,0,0,20
232,2016069,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2784007,0,0,0,0,0,0,0,0,1,0,0,0,1
903,4982006,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,9150929,27,6,0,0,58,19,1,1,10,43,39,65,60
415,2749477,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,6365249,1,16,1,1,1,37,61,0,26,74,158,94,127
1501,7753033,0,0,0,0,0,0,0,0,0,0,0,0,0
911,5025481,1,0,38,1,49,9,0,0,0,0,1,13,0
1019,5458559,0,0,0,0,0,0,0,0,0,0,0,0,0
994,5360977,0,0,0,0,0,0,0,0,0,0,0,0,5
677,3991040,0,39,79,18,4,4,17,1,5,2,19,24,18
964,5212525,20,1,7,6,9,10,11,5,0,0,4,13,17
712,4158688,4,0,0,1,0,0,0,0,0,0,0,0,0
1221,6382468,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2269586,48,0,2,0,14,1,10,0,2,0,3,1,0
18,1066618,16,4,10,1,0,0,8,2,1,0,0,0,4
1257,6563658,9,53,32,41,29,10,31,64,7,36,7,17,49
1411,7329657,0,26,0,0,0,0,0,0,0,0,0,0,0
1399,7277940,0,4,0,0,0,0,0,0,0,5,1,0,8
1880,9520158,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,5696898,10,0,0,0,81,30,86,3,6,0,0,0,0
1053,5588804,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1730865,0,0,0,0,0,15,0,0,0,0,0,0,0
891,4923558,0,0,0,0,1,0,0,0,0,0,0,0,0
1552,7940745,0,0,0,22,182,342,91,69,92,60,75,45,112
803,4498135,1,3,6,10,7,20,28,27,33,51,13,21,18
687,4027357,10,0,0,0,2,0,0,0,0,0,0,0,0
227,1991596,0,0,0,0,0,0,0,0,0,0,0,2,2
386,2654015,33,0,89,48,16,18,46,30,22,11,22,26,48
1015,5446753,0,0,0,0,0,0,2,0,0,14,0,0,0
1320,6908861,0,0,0,0,0,0,0,0,0,0,0,0,0
819,4576544,1,3,1,0,0,23,55,11,1,0,30,4,6
1236,6450125,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3206367,18,0,6,0,0,0,10,3,0,0,0,0,3
1195,6285319,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,9346906,39,22,4,77,75,89,35,0,2,0,5,0,23
146,1636465,0,0,0,0,11,2,21,0,0,0,0,11,8
372,2598212,0,0,0,1,0,0,0,0,0,0,0,0,1
1897,9600212,0,0,0,0,0,0,0,0,0,0,0,0,1
395,2686924,0,8,0,0,0,0,0,0,0,0,0,0,8
102,1432968,0,8,4,2,6,0,0,0,0,18,5,0,0
1454,7506362,3,0,0,0,0,2,1,0,0,8,0,2,11
252,2126093,0,0,0,1,39,11,0,0,0,0,0,0,4
1803,9130472,0,0,0,0,0,0,0,0,0,0,0,0,0
696,4069702,5,9,0,0,0,1,15,0,0,5,0,4,14
1875,9495847,0,0,0,0,0,0,0,0,0,0,0,0,2
902,4961843,0,0,0,0,0,0,0,0,0,0,0,0,0
820,4591716,43,62,64,1,105,0,15,36,58,30,31,6,79
353,2535110,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,6861385,0,6,2,2,0,0,0,23,0,0,2,0,0
449,2900218,0,0,0,0,0,0,0,0,0,0,0,0,0
736,4254199,16,18,13,0,7,1,29,10,1,1,5,1,7
650,3886685,0,0,0,0,0,1,0,0,0,0,0,0,0
811,4554709,0,0,0,0,0,0,0,0,0,0,0,0,7
976,5259047,0,0,0,0,0,0,0,0,3,0,0,0,0
413,2741531,10,0,6,14,0,0,0,3,0,0,11,0,3
791,4459020,1,0,0,0,0,0,0,0,0,0,0,0,0
1981,9937452,0,0,0,0,0,0,0,0,33,45,39,0,0
379,2620533,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2180737,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2108364,0,0,0,0,0,0,0,0,0,0,0,0,0
665,3944257,2,1,11,19,33,5,2,57,2,22,7,3,29
1717,8773196,0,0,0,1,0,0,0,0,1,1,5,1,1
128,1566813,22,1,1,6,2,29,6,9,0,1,1,21,13
1177,6191024,2,1,2,0,0,0,0,0,0,0,0,4,1
1065,5655072,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,8818753,0,0,0,0,0,0,4,0,0,0,0,0,0
1530,7865653,0,0,0,0,0,0,0,0,0,0,0,3,0
1260,6584298,0,1,5,0,0,0,22,7,12,0,0,0,23
572,3498179,25,70,71,6,13,12,14,37,61,17,11,16,3
151,1654792,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2383041,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1244291,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1248411,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2126093,39,11,0,0,0,0,0,0,0,4,0,0,0
1959,9837592,3,3,13,12,7,1,2,3,34,5,1,0,40
1350,7043570,12,4,91,127,16,3,21,34,25,14,31,0,62
622,3763278,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1870448,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,7277940,0,0,0,4,0,9,0,4,0,0,0,0,0
259,2154331,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,5735997,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,9163813,65,44,33,54,20,18,49,33,7,33,52,9,186
1588,8132113,7,9,16,37,14,6,28,50,7,19,0,1,12
1602,8215540,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,9201749,0,0,0,0,0,0,0,0,0,0,0,0,0
567,3482861,14,5,2,2,0,3,0,0,0,1,1,6,0
988,5311361,0,0,0,0,0,0,32,2,1,0,0,0,0
915,5031023,0,0,51,19,1,0,30,2,1,7,0,0,0
246,2099931,7,15,41,61,48,20,109,108,37,77,6,5,20
1348,7037684,1,0,0,0,41,1,0,1,20,20,44,101,0
1596,8182308,0,1,0,0,0,0,1,0,0,0,0,0,0
1225,6399996,0,0,0,0,0,0,0,0,0,0,0,0,0
712,4158688,0,0,0,0,0,0,0,0,0,0,0,0,0
512,3226914,0,0,0,4,9,23,87,11,25,3,4,0,13
1152,6096036,222,460,429,683,561,192,249,3,118,60,139,44,379
742,4276289,0,0,0,0,0,0,0,0,0,0,0,0,5
1018,5458339,5,0,0,20,0,0,0,1,0,3,0,0,2
160,1695706,0,0,2,18,0,6,15,5,8,3,1,0,2
884,4884570,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,7845012,0,8,0,1,14,0,0,4,1,0,0,2,1
67,1255984,0,0,0,0,13,1,10,0,4,0,0,0,0
1147,6080391,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,8244710,121,186,76,103,66,92,88,52,60,101,41,121,74
997,5379192,0,0,0,0,0,0,0,0,0,1,4,1,0
1337,6981894,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,9621777,16,0,0,15,0,0,0,0,2,1,0,0,0
798,4481963,0,0,28,13,11,2,0,0,0,1,0,2,27
1248,6522609,7,1,8,0,0,4,0,3,0,0,8,0,18
361,2556952,0,0,3,38,20,4,19,49,24,0,8,0,16
999,5379328,3,7,28,11,26,212,72,118,5,18,35,0,0
386,2654015,24,22,48,50,57,23,60,76,33,0,89,48,80
1888,9562439,0,0,0,0,2,0,0,0,0,0,0,0,0
1119,5884605,9,15,2,1,31,14,0,1,5,0,0,1,8
1261,6593523,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1610429,35,0,5,6,18,31,11,0,0,1,11,2,1
527,3282204,2,0,0,0,0,1,3,22,3,1,12,0,14
424,2793314,1,12,0,0,11,0,0,3,0,1,0,0,9
974,5250847,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1048447,9,1,0,0,4,0,0,2,31,7,0,1,7
502,3202372,0,0,0,16,14,4,0,65,11,8,16,3,5
632,3790380,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2900218,0,0,0,7,11,0,0,0,0,0,0,0,0
5,1017349,4,0,5,0,0,2,0,0,8,0,1,0,1
628,3785281,44,0,32,14,104,53,0,4,13,9,48,71,100
149,1642624,2,3,8,0,9,10,6,29,12,0,0,25,24
256,2147563,105,326,263,4,45,125,72,418,124,10,96,10,106
1196,6290270,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,6729325,0,0,0,0,0,0,0,0,0,0,0,0,0
801,4492388,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,5663643,16,0,2,5,0,0,0,0,0,0,0,0,0
1887,9561888,13,2,4,0,0,0,0,0,0,0,0,0,0
1834,9310804,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2366242,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2689567,0,0,0,0,0,0,0,0,0,1,0,0,0
1196,6290270,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2118818,5,22,43,29,29,58,79,36,103,85,18,7,64
122,1525153,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2381773,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2501418,1,0,0,0,0,0,0,0,0,1,1,1,1
355,2540358,0,4,21,1,0,5,0,0,0,0,0,0,29
1542,7910452,0,0,0,0,0,0,0,0,0,0,0,0,13
875,4834902,0,3,25,6,0,15,2,19,0,1,10,29,208
1557,7951593,0,0,0,0,0,0,0,0,39,14,20,8,13
696,4069702,0,0,0,1,15,0,0,5,0,4,4,9,1
1860,9428577,0,0,0,3,0,0,0,0,0,0,0,0,0
268,2185911,0,17,48,0,0,5,2,8,0,0,3,14,0
544,3370359,15,0,1,4,0,9,18,0,1,23,23,36,23
642,3841595,0,0,0,0,1,1,0,0,0,0,0,7,0
972,5244095,0,0,0,0,0,0,0,0,0,4,4,25,15
1490,7684989,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,6777306,9,8,6,0,60,5,0,0,1,9,15,0,15
720,4195300,0,0,0,0,0,0,0,0,0,0,0,0,0
549,3392637,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,7536495,0,0,0,0,0,0,0,0,0,0,17,10,45
1181,6201387,0,0,0,0,0,0,0,35,11,9,8,14,6
278,2249102,0,0,0,0,4,0,0,0,0,0,0,0,0
718,4186957,53,43,132,54,124,187,150,34,44,57,183,102,238
590,3570469,0,0,0,0,0,0,0,0,0,0,0,0,12
706,4121261,0,1,0,0,0,0,0,1,0,0,7,0,0
1653,8430901,0,0,0,0,0,0,0,0,0,0,0,0,0
845,4692252,0,0,0,0,0,45,26,50,30,10,15,4,16
109,1465248,0,0,0,0,2,0,0,0,0,0,0,0,0
337,2446556,0,0,0,0,0,0,0,0,5,7,189,0,23
248,2108364,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2984116,0,0,19,16,38,13,7,4,0,1,0,3,1
1770,8992880,3,9,14,10,19,19,9,25,5,19,42,10,0
1341,7000081,0,0,0,0,0,0,0,0,0,0,0,0,0
788,4452772,0,0,0,0,0,0,2,0,0,0,0,1,0
1014,5445652,0,0,0,0,0,3,0,0,0,0,0,0,21
515,3239073,0,0,0,17,6,16,1,16,23,2,14,30,27
1622,8319784,0,0,0,0,0,0,0,0,0,1,0,0,0
415,2749477,0,0,0,0,0,0,0,0,0,0,0,0,0
787,4451166,46,3,3,17,26,99,45,13,42,30,39,250,62
1655,8440708,6,0,3,0,1,0,0,0,0,0,0,0,0
370,2578464,0,0,0,0,0,260,164,102,20,56,132,95,248
859,4756446,26,62,104,346,79,45,92,153,28,43,37,57,151
1147,6080391,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,6225319,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,7761008,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,9853501,0,0,0,0,0,1,11,0,4,0,0,1,5
40,1137167,0,1,0,0,0,0,0,0,0,0,0,0,0
789,4453423,12,0,0,4,1,0,2,0,12,13,3,3,6
836,4672875,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2015656,0,0,2,1,0,0,0,0,1,8,0,0,1
884,4884570,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,7504836,0,0,3,2,2,5,0,2,12,0,0,0,0
403,2698494,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,6191024,0,0,0,4,1,0,0,0,0,0,2,0,0
732,4233997,2,24,21,23,27,40,29,2,16,25,9,27,23
1270,6633357,18,12,4,1,0,0,0,0,0,0,0,0,0
1407,7310846,0,0,0,0,0,0,0,0,0,0,0,5,0
1437,7447216,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,9578843,30,6,4,71,13,7,20,39,12,5,0,2,46
1157,6119805,0,0,0,4,7,0,0,0,0,0,0,0,0
1909,9618217,19,44,60,39,15,93,31,43,21,54,53,22,120
173,1747128,0,0,0,0,0,0,1,7,12,1,15,38,16
847,4698888,0,0,3,1,1,5,0,1,3,21,15,20,23
632,3790380,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,9562439,0,0,0,2,0,0,0,0,0,0,0,0,0
1589,8150419,0,19,31,56,19,2,33,0,0,4,0,0,13
1823,9217009,2,0,0,0,0,0,13,0,0,0,0,0,0
1640,8390739,0,1,0,0,1,0,0,0,0,12,16,32,22
540,3354615,0,0,0,0,0,0,0,0,5,0,0,0,4
424,2793314,0,0,3,0,1,0,0,3,0,6,0,1,7
191,1822951,0,0,22,17,0,0,0,0,0,0,0,0,0
69,1284361,0,0,0,0,1,0,0,0,0,0,0,0,0
328,2406698,0,0,0,0,0,0,0,0,0,0,0,0,46
1129,5952926,0,0,0,0,0,0,0,0,0,0,0,0,0
688,4043633,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,8014535,0,8,0,0,0,0,0,0,0,0,0,2,5
644,3850693,28,6,1,8,17,13,5,11,0,11,15,14,2
1066,5659335,11,10,19,22,1,14,9,53,27,10,0,0,2
1144,6070462,8,25,5,9,62,24,10,70,24,16,33,57,41
1829,9265046,57,31,22,1,0,1,1,0,2,1,1,1,1
292,2302653,9,9,0,3,0,0,0,0,13,0,0,0,2
1092,5792522,0,1,5,4,1,3,0,0,4,0,0,0,0
619,3754535,22,21,19,39,20,30,32,28,27,19,9,5,6
521,3255890,0,0,0,0,0,0,2,4,0,2,0,0,0
752,4315715,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,7310846,0,0,0,0,0,5,0,0,0,0,0,0,0
1906,9614254,0,0,0,0,0,0,1,0,0,0,0,0,0
373,2601328,0,0,0,0,0,0,0,0,0,0,0,2,0
205,1905713,29,3,0,1,36,2,4,0,1,19,15,58,29
1217,6365641,0,0,0,0,0,0,0,0,0,0,0,0,0
791,4459020,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1682396,0,0,0,0,0,0,0,0,0,0,8,0,23
372,2598212,0,0,0,0,0,0,0,1,0,0,0,0,0
932,5115443,0,0,0,0,0,1,0,0,0,0,0,0,3
1258,6574975,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,6382534,0,8,0,6,6,0,5,17,27,30,47,11,25
52,1207429,1,0,0,1,2,4,5,16,0,2,15,15,22
460,2943393,0,6,0,0,0,0,0,0,0,0,28,0,0
1184,6213890,29,1,9,112,120,115,39,25,67,1,4,3,7
1591,8154532,5,0,0,0,0,0,0,0,0,0,0,0,0
733,4234839,13,0,0,0,5,0,0,0,1,0,0,0,14
1006,5414150,0,0,0,0,0,0,0,0,8,0,6,13,7
1483,7631925,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,7447216,0,0,0,0,0,0,0,0,0,0,0,0,9
524,3271813,2,0,0,4,3,4,0,0,2,0,2,8,2
298,2315120,0,0,3,1,3,6,0,0,20,11,0,0,4
297,2314863,0,11,0,0,3,0,0,0,0,0,0,0,0
1015,5446753,14,0,0,0,0,0,0,0,0,0,0,0,0
1079,5729410,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1625205,27,10,2,3,22,20,15,0,13,3,18,2,33
310,2360693,0,3,0,0,3,3,6,0,0,29,48,17,49
916,5032934,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,6648127,0,0,0,0,0,16,45,39,24,0,0,0,0
662,3925734,0,3,1,2,1,4,0,1,0,0,0,0,0
1227,6424521,0,0,0,0,0,0,1,0,0,0,0,0,0
393,2676859,2,3,14,34,8,12,11,10,8,0,9,3,11
538,3345922,0,0,1,0,0,0,0,0,0,0,0,4,23
1339,6995951,27,3,88,78,141,0,17,0,0,13,2,21,18
633,3797222,0,15,6,30,3,0,3,20,7,0,0,10,4
1964,9850176,0,0,19,3,0,0,0,0,2,0,0,0,0
1824,9221445,29,117,1,0,0,0,0,0,0,0,3,0,4
1500,7752739,0,0,0,0,0,3,0,0,10,0,0,0,1
678,3997564,0,1,1,0,0,0,0,0,0,0,0,0,2
1209,6332811,4,7,1,0,12,39,17,0,23,6,0,0,1
199,1851285,23,68,34,67,39,36,59,6,1,31,51,18,72
854,4743766,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2601328,0,0,0,0,0,0,0,0,0,0,2,0,0
605,3659692,0,0,0,0,0,0,1,0,0,0,0,0,0
608,3669288,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1773952,0,0,0,0,0,1,8,0,62,0,0,0,3
1883,9537698,0,0,0,0,6,1,15,0,0,0,0,0,0
1989,9968398,0,0,0,0,0,6,0,3,0,0,0,6,0
894,4931823,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2152599,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,9934862,2,10,8,0,0,0,0,0,0,0,0,0,0
437,2844122,0,0,25,0,0,0,0,0,23,0,0,0,0
54,1211753,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1030580,2,0,0,0,0,0,0,0,0,0,0,0,2
248,2108364,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1958884,0,0,0,0,0,0,0,0,0,0,0,0,0
763,4347238,5,1,3,3,11,5,7,4,1,2,4,4,12
1444,7463368,9,54,47,30,102,162,20,63,5,0,8,37,52
1586,8127431,0,0,0,0,0,0,0,0,0,0,0,0,0
910,5021326,4,26,89,20,19,11,15,206,78,135,123,19,68
1621,8302040,0,13,0,0,0,1,9,0,0,15,5,1,30
1991,9972490,19,20,87,52,9,0,0,18,22,20,1,0,19
102,1432968,6,0,0,0,0,18,5,0,0,0,0,1,0
649,3884227,6,5,4,0,6,5,18,8,0,0,4,17,101
643,3841729,1,0,2,7,8,7,0,0,0,0,0,0,5
1758,8960262,34,0,50,26,8,19,21,20,28,17,15,10,42
1262,6595913,14,102,45,28,30,13,17,25,20,10,33,30,36
1129,5952926,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,6332811,0,2,0,3,3,13,44,4,7,1,0,12,56
1273,6648127,0,0,0,0,0,0,0,0,0,0,16,45,63
1764,8974072,17,9,4,16,32,30,14,10,3,4,42,56,3
980,5284470,31,2,0,0,0,0,0,0,0,0,0,0,0
177,1766202,0,0,0,18,3,0,0,0,0,0,0,0,18
1031,5500358,0,0,0,0,0,0,0,0,0,0,0,0,0
629,3786990,61,66,0,11,0,12,0,5,8,6,5,0,0
337,2446556,0,0,0,0,0,0,0,5,7,189,0,0,23
674,3986132,0,2,0,0,0,0,0,2,0,5,2,0,4
1750,8909846,16,7,0,17,13,1,15,1,25,4,0,0,2
1576,8055559,0,0,0,0,0,1,0,0,0,0,0,0,0
461,2943866,7,0,0,0,1,0,1,0,0,0,0,0,15
1674,8538139,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,7799847,166,84,224,48,54,32,9,55,34,20,9,12,43
985,5300724,0,46,0,0,0,0,0,3,7,0,0,9,0
488,3124933,7,0,6,3,0,18,5,19,0,20,8,6,37
1835,9318538,250,71,36,59,197,215,42,8,93,56,51,188,246
1305,6846488,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,8876500,0,10,0,4,3,6,8,5,0,30,0,9,7
1815,9182902,0,0,0,0,11,0,0,20,0,0,0,0,25
1340,6996343,0,0,0,8,0,8,1,8,3,5,23,3,12
21,1075513,21,1,21,8,1,0,0,0,0,0,0,0,0
208,1919041,1,20,10,0,2,0,2,7,2,8,0,0,3
1143,6062956,5,3,48,1,6,8,24,12,16,9,3,0,0
